Id,Id2,Geography,"April 1, 2010 - Census","April 1, 2010 - Estimates Base",Population Estimate (as of July 1) - 2010,Population Estimate (as of July 1) - 2011,Population Estimate (as of July 1) - 2012,Population Estimate (as of July 1) - 2013,Population Estimate (as of July 1) - 2014,Population Estimate (as of July 1) - 2015,Population Estimate (as of July 1) - 2016,Population Estimate (as of July 1) - 2017,Population Estimate (as of July 1) - 2018
0500000US38023,38023,"Divide County, North Dakota",2071,2071,2080,2143,2248,2327,2428,2456,2386,2291,2283
0500000US38025,38025,"Dunn County, North Dakota",3536,3536,3536,3723,3957,4139,4376,4579,4372,4277,4332
0500000US38027,38027,"Eddy County, North Dakota",2385,2385,2385,2346,2350,2368,2329,2305,2289,2328,2313
0500000US38029,38029,"Emmons County, North Dakota",3550,3545,3532,3506,3471,3477,3413,3399,3340,3312,3295
0500000US38031,38031,"Foster County, North Dakota",3343,3337,3343,3343,3380,3355,3337,3327,3312,3258,3216
0500000US38033,38033,"Golden Valley County, North Dakota",1680,1680,1682,1758,1806,1825,1852,1879,1857,1785,1769
0500000US38035,38035,"Grand Forks County, North Dakota",66861,66864,66991,66643,67579,69103,69770,70371,70515,70572,70770
0500000US38037,38037,"Grant County, North Dakota",2394,2394,2394,2359,2350,2393,2374,2397,2381,2376,2374
0500000US38039,38039,"Griggs County, North Dakota",2420,2421,2416,2370,2345,2284,2290,2287,2257,2262,2232
0500000US38041,38041,"Hettinger County, North Dakota",2477,2478,2475,2502,2541,2643,2626,2656,2596,2485,2514
0500000US38043,38043,"Kidder County, North Dakota",2435,2435,2447,2443,2448,2445,2448,2448,2476,2480,2450
0500000US38045,38045,"LaMoure County, North Dakota",4139,4141,4130,4095,4085,4101,4096,4136,4109,4096,4062
0500000US38047,38047,"Logan County, North Dakota",1990,1988,1998,1972,1941,1933,1941,1929,1932,1929,1903
0500000US38049,38049,"McHenry County, North Dakota",5395,5392,5402,5500,5799,5908,5977,5975,5968,5898,5816
0500000US38051,38051,"McIntosh County, North Dakota",2809,2813,2800,2758,2750,2736,2743,2722,2604,2615,2585
0500000US38053,38053,"McKenzie County, North Dakota",6360,6359,6411,7007,7974,9274,10975,12781,12566,12727,13632
0500000US38055,38055,"McLean County, North Dakota",8962,8962,8998,9078,9383,9462,9550,9660,9641,9650,9541
0500000US38057,38057,"Mercer County, North Dakota",8424,8424,8419,8424,8474,8588,8712,8786,8619,8466,8267
0500000US38059,38059,"Morton County, North Dakota",27471,27469,27569,27717,28081,28928,29775,30239,30707,30906,31095
0500000US38061,38061,"Mountrail County, North Dakota",7673,7663,7705,8096,8734,9336,9747,10299,10220,10273,10218
0500000US38063,38063,"Nelson County, North Dakota",3126,3129,3128,3066,3062,3059,3021,2918,2881,2909,2869
0500000US38065,38065,"Oliver County, North Dakota",1846,1848,1841,1849,1849,1890,1869,1866,1896,1937,1952
0500000US38067,38067,"Pembina County, North Dakota",7413,7403,7403,7354,7221,7100,7070,7035,7050,6978,6947
0500000US38069,38069,"Pierce County, North Dakota",4357,4359,4360,4366,4447,4420,4365,4274,4217,4113,4081
0500000US38071,38071,"Ramsey County, North Dakota",11451,11451,11451,11523,11584,11578,11614,11647,11516,11525,11481
0500000US38073,38073,"Ransom County, North Dakota",5457,5457,5440,5431,5471,5495,5441,5452,5376,5300,5237
0500000US38075,38075,"Renville County, North Dakota",2470,2470,2484,2497,2556,2613,2573,2552,2518,2459,2374
0500000US38077,38077,"Richland County, North Dakota",16321,16321,16328,16262,16225,16293,16348,16287,16290,16277,16239
0500000US38079,38079,"Rolette County, North Dakota",13937,13939,14009,14193,14402,14676,14728,14694,14708,14584,14301
0500000US38081,38081,"Sargent County, North Dakota",3829,3829,3812,3790,3891,3877,3919,3868,3888,3871,3870
0500000US38083,38083,"Sheridan County, North Dakota",1321,1321,1316,1316,1284,1327,1334,1310,1342,1356,1349
0500000US38085,38085,"Sioux County, North Dakota",4153,4154,4148,4235,4327,4435,4460,4376,4452,4417,4358
0500000US38087,38087,"Slope County, North Dakota",727,727,732,727,766,770,779,781,779,768,763
0500000US38089,38089,"Stark County, North Dakota",24199,24199,24360,25185,26902,28319,30318,31869,30881,30317,30997
0500000US38091,38091,"Steele County, North Dakota",1975,1975,1991,1970,1951,1918,1912,1915,1912,1909,1903
0500000US38093,38093,"Stutsman County, North Dakota",21100,21100,21137,21020,20974,21080,21118,21050,21077,21160,20917
0500000US38095,38095,"Towner County, North Dakota",2246,2246,2243,2260,2290,2263,2274,2250,2255,2258,2192
0500000US38097,38097,"Traill County, North Dakota",8121,8121,8105,8066,8069,8186,8040,7993,8006,8018,8037
0500000US38099,38099,"Walsh County, North Dakota",11119,11123,11111,11022,11019,11074,10902,10845,10803,10795,10667
0500000US38101,38101,"Ward County, North Dakota",61675,61675,62119,64198,64850,67390,68865,70712,69456,68394,67744
0500000US38103,38103,"Wells County, North Dakota",4207,4207,4192,4198,4235,4150,4125,4102,4061,4032,3957
0500000US38105,38105,"Williams County, North Dakota",22398,22399,22588,24402,26732,29589,32106,35288,34166,33395,35350
0500000US39001,39001,"Adams County, Ohio",28550,28559,28554,28473,28309,28107,28085,27946,27828,27805,27724
0500000US39003,39003,"Allen County, Ohio",106331,106315,106359,105976,105239,105047,104846,104069,103561,103069,102663
0500000US39005,39005,"Ashland County, Ohio",53139,53140,53323,53247,53237,53152,53158,53289,53506,53685,53745
0500000US39007,39007,"Ashtabula County, Ohio",101497,101490,101402,101070,100236,99732,99017,98372,98108,97692,97493
0500000US39009,39009,"Athens County, Ohio",64757,64764,65175,65070,64603,64584,64778,65948,66470,66664,65818
0500000US39011,39011,"Auglaize County, Ohio",45949,45949,45930,45767,45797,45828,45766,45761,45800,45791,45804
0500000US39013,39013,"Belmont County, Ohio",70400,70405,70341,70122,69703,69559,69359,68957,68584,67956,67505
0500000US39015,39015,"Brown County, Ohio",44846,44828,44866,44627,44280,44112,43933,43695,43637,43530,43602
0500000US39017,39017,"Butler County, Ohio",368130,368135,369101,370086,370534,371398,373776,376029,378443,380843,382378
0500000US39019,39019,"Carroll County, Ohio",28836,28835,28847,28820,28540,28259,28131,27718,27620,27341,27081
0500000US39021,39021,"Champaign County, Ohio",40097,40099,40077,39819,39568,39460,39074,38951,38719,38824,38754
0500000US39023,39023,"Clark County, Ohio",138333,138341,138274,137793,137166,136636,136316,135740,134701,134649,134585
0500000US39025,39025,"Clermont County, Ohio",197363,197365,197605,198838,199475,200440,201450,201942,203053,204171,205466
0500000US39027,39027,"Clinton County, Ohio",42040,42035,41911,41894,41804,41847,41787,41817,41853,41966,42057
0500000US39029,39029,"Columbiana County, Ohio",107841,107852,107891,107408,106613,105953,105619,104734,103850,103149,102665
0500000US39031,39031,"Coshocton County, Ohio",36901,36898,36936,36926,36820,36722,36529,36578,36616,36516,36629
0500000US39033,39033,"Crawford County, Ohio",43784,43783,43754,43306,42774,42712,42406,42320,42090,41741,41550
0500000US39035,39035,"Cuyahoga County, Ohio",1280122,1280115,1278096,1270224,1266080,1265478,1263283,1258923,1254482,1248371,1243857
0500000US39037,39037,"Darke County, Ohio",52959,52969,52965,52647,52511,52306,52182,51973,51614,51577,51323
0500000US39039,39039,"Defiance County, Ohio",39037,39030,39086,39003,38826,38565,38524,38328,38156,38224,38165
0500000US39041,39041,"Delaware County, Ohio",174214,174172,175098,178517,181124,185383,189451,193298,196923,200542,204826
0500000US39043,39043,"Erie County, Ohio",77079,77066,76985,76685,76429,76056,75814,75369,75023,74857,74615
0500000US39045,39045,"Fairfield County, Ohio",146156,146182,146399,147141,147279,148783,150355,151202,152656,154557,155782
0500000US39047,39047,"Fayette County, Ohio",29030,29035,29017,28865,28765,28683,28647,28598,28658,28655,28666
0500000US39049,39049,"Franklin County, Ohio",1163414,1163532,1166261,1180741,1199071,1218985,1238527,1257552,1274580,1295706,1310300
0500000US39051,39051,"Fulton County, Ohio",42698,42698,42630,42360,42330,42198,42403,42291,42292,42265,42276
0500000US39053,39053,"Gallia County, Ohio",30934,30942,31074,31026,30883,30682,30462,30234,30159,30143,29979
0500000US39055,39055,"Geauga County, Ohio",93389,93409,93393,93290,93776,93858,93995,93929,93902,93946,94031
0500000US39057,39057,"Greene County, Ohio",161573,161576,161593,163554,164337,163913,164686,164279,165315,166779,167995
0500000US39059,39059,"Guernsey County, Ohio",40087,40091,40142,39902,39871,39703,39689,39386,39201,39071,39022
0500000US39061,39061,"Hamilton County, Ohio",802374,802372,802263,800567,802367,805185,807654,809606,811572,814671,816684
0500000US39063,39063,"Hancock County, Ohio",74782,74789,74690,74904,75454,75576,75275,75635,75742,75869,75930
0500000US39065,39065,"Hardin County, Ohio",32058,32060,32124,31800,31627,31741,31778,31627,31421,31406,31480
0500000US39067,39067,"Harrison County, Ohio",15864,15860,15824,15787,15682,15601,15516,15391,15244,15210,15174
0500000US39069,39069,"Henry County, Ohio",28215,28215,28170,27996,27817,27819,27591,27470,27268,27163,27086
0500000US39071,39071,"Highland County, Ohio",43589,43602,43616,43367,42956,43190,43086,42952,43005,42933,43058
0500000US39073,39073,"Hocking County, Ohio",29380,29373,29480,29466,29306,28653,28745,28498,28388,28457,28385
0500000US39075,39075,"Holmes County, Ohio",42366,42363,42473,42789,43126,43602,43787,43881,43850,43887,43892
0500000US39077,39077,"Huron County, Ohio",59626,59623,59561,59411,59199,58822,58610,58320,58391,58462,58504
0500000US39079,39079,"Jackson County, Ohio",33225,33225,33254,33127,32874,32809,32770,32560,32521,32385,32384
0500000US39081,39081,"Jefferson County, Ohio",69709,69711,69666,69025,68530,68161,67868,67489,66941,66366,65767
0500000US39083,39083,"Knox County, Ohio",60921,60932,61095,61279,60764,60856,60996,60987,60897,61303,61893
0500000US39085,39085,"Lake County, Ohio",230041,230050,230011,229965,229562,230080,229873,229878,229623,230370,230514
0500000US39087,39087,"Lawrence County, Ohio",62450,62448,62423,62409,62139,61850,61538,60916,60681,60111,59866
0500000US39089,39089,"Licking County, Ohio",166492,166482,166705,167153,167583,168464,169423,170612,171993,173670,175769
0500000US39091,39091,"Logan County, Ohio",45858,45851,45746,45622,45409,45395,45475,45266,45156,45282,45358
0500000US39093,39093,"Lorain County, Ohio",301356,301371,301474,301839,301692,303087,304461,305402,306619,307622,309461
0500000US39095,39095,"Lucas County, Ohio",441815,441815,441437,439304,436730,436147,434597,433585,432783,431033,429899
0500000US39097,39097,"Madison County, Ohio",43435,43438,43437,43112,42993,43259,43982,44128,43369,44047,44413
0500000US39099,39099,"Mahoning County, Ohio",238823,238788,238379,237330,235681,234387,233389,231904,230375,230010,229642
0500000US39101,39101,"Marion County, Ohio",66501,66501,66455,66587,66269,65959,65789,65382,65353,64941,65256
0500000US39103,39103,"Medina County, Ohio",172332,172333,172507,173483,173606,174624,175847,176152,176901,178240,179146
0500000US39105,39105,"Meigs County, Ohio",23770,23767,23732,23647,23571,23444,23278,23178,23157,23081,23106
0500000US39107,39107,"Mercer County, Ohio",40814,40814,40786,40708,40700,40614,40730,40720,40713,40910,40959
0500000US39109,39109,"Miami County, Ohio",102506,102501,102484,102717,102918,103199,103843,104082,104587,105265,106222
0500000US39111,39111,"Monroe County, Ohio",14642,14631,14608,14612,14502,14505,14358,14260,14091,13950,13790
0500000US39113,39113,"Montgomery County, Ohio",535153,535191,535587,534484,534284,534229,532469,531837,531863,531669,532331
0500000US39115,39115,"Morgan County, Ohio",15054,15053,15044,15044,14940,14903,14740,14741,14742,14683,14604
0500000US39117,39117,"Morrow County, Ohio",34827,34829,34793,34812,34838,34851,34941,34951,34931,34943,35112
0500000US39119,39119,"Muskingum County, Ohio",86074,86086,86213,86236,85786,85640,85900,86174,85973,86148,86183
0500000US39121,39121,"Noble County, Ohio",14645,14656,14661,14751,14674,14678,14532,14470,14447,14411,14354
0500000US39123,39123,"Ottawa County, Ohio",41428,41433,41358,41317,41243,41037,40904,40754,40486,40632,40769
0500000US39125,39125,"Paulding County, Ohio",19614,19610,19557,19367,19247,19143,18974,18954,18836,18838,18760
0500000US39127,39127,"Perry County, Ohio",36058,36039,36041,36231,35985,36002,35927,35972,36001,35994,36033
0500000US39129,39129,"Pickaway County, Ohio",55698,55680,55737,55939,56229,56350,56702,56993,57556,57762,58086
0500000US39131,39131,"Pike County, Ohio",28709,28705,28744,28608,28500,28403,28309,28244,28222,28227,28067
0500000US39133,39133,"Portage County, Ohio",161419,161425,161389,161857,161375,161691,162459,162615,162595,162625,162927
0500000US39135,39135,"Preble County, Ohio",42270,42258,42173,41983,41811,41673,41496,41289,41137,41114,40997
0500000US39137,39137,"Putnam County, Ohio",34499,34496,34476,34383,34205,34121,34196,34019,33994,33854,33780
0500000US39139,39139,"Richland County, Ohio",124475,124474,124159,123128,122622,122310,121994,121702,121280,120543,121099
0500000US39141,39141,"Ross County, Ohio",78064,78078,78102,77573,77339,77276,77093,77050,76862,77320,76931
0500000US39143,39143,"Sandusky County, Ohio",60944,60946,60886,60603,60463,60049,59827,59462,59297,59112,58799
0500000US39145,39145,"Scioto County, Ohio",79499,79493,79502,79240,78622,78143,77321,76849,76315,75898,75502
0500000US39147,39147,"Seneca County, Ohio",56745,56742,56619,56516,56102,55845,55802,55637,55447,55281,55207
0500000US39149,39149,"Shelby County, Ohio",49423,49418,49312,49216,49119,49163,48954,48980,48719,48703,48627
0500000US39151,39151,"Stark County, Ohio",375586,375590,375365,374475,374876,375108,375565,374710,373449,372077,371574
0500000US39153,39153,"Summit County, Ohio",541781,541778,541646,541266,540705,541934,542462,541833,541095,541742,541918
0500000US39155,39155,"Trumbull County, Ohio",210312,210325,209837,208814,207188,206328,204982,203336,201709,200314,198627
0500000US39157,39157,"Tuscarawas County, Ohio",92582,92587,92551,92484,92418,92610,92668,92773,92600,92411,92176
0500000US39159,39159,"Union County, Ohio",52300,52280,52410,53045,52749,53391,53723,54353,55560,56797,57835
0500000US39161,39161,"Van Wert County, Ohio",28744,28759,28677,28623,28635,28348,28332,28325,28177,28291,28281
0500000US39163,39163,"Vinton County, Ohio",13435,13430,13405,13378,13221,13303,13211,13083,13021,13101,13139
0500000US39165,39165,"Warren County, Ohio",212693,212820,213451,215336,217228,219244,221306,223900,226582,228859,232173
0500000US39167,39167,"Washington County, Ohio",61778,61781,61710,61593,61433,61355,61152,61007,60577,60462,60155
0500000US39169,39169,"Wayne County, Ohio",114520,114516,114391,114637,115022,115397,115918,116240,116670,116247,115967
0500000US39171,39171,"Williams County, Ohio",37642,37648,37507,37578,37517,37423,37190,37004,36936,36746,36804
0500000US39173,39173,"Wood County, Ohio",125488,125489,125952,127106,128416,129002,129336,129306,129808,130532,130696
0500000US39175,39175,"Wyandot County, Ohio",22615,22617,22587,22637,22540,22456,22281,22178,22075,22064,21935
0500000US40001,40001,"Adair County, Oklahoma",22683,22683,22738,22560,22312,22308,22237,22107,22156,21981,22082
0500000US40003,40003,"Alfalfa County, Oklahoma",5642,5640,5627,5641,5661,5848,5812,5903,5914,5900,5754
0500000US40005,40005,"Atoka County, Oklahoma",14182,14165,14216,14167,14030,13900,13922,13883,13891,13838,13838
0500000US40007,40007,"Beaver County, Oklahoma",5636,5636,5647,5637,5584,5558,5524,5445,5426,5361,5319
0500000US40009,40009,"Beckham County, Oklahoma",22119,22119,22060,22306,23069,23469,23599,23561,22433,21804,21709
0500000US40011,40011,"Blaine County, Oklahoma",11943,11942,9908,9679,9800,9781,9835,9749,9589,9510,9485
0500000US40013,40013,"Bryan County, Oklahoma",42416,42416,42583,43137,43451,44118,44495,45041,45607,46460,47192
